,Emp_ID,Emp_name,PayDate,Description,Hours,Amount
43,042GEORC,George Clooney,26-03-85,"['Normal Hours', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '8.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.84', '46.34', '864.18', '-135', '729.18', '82.1', nan, nan, nan, 'Page 449 of 553', nan, nan, nan, nan, 'Amount']"
44,042GEORC,George Clooney,02-04-85,"['Normal Hours', 'Annual Leave', 'Leave Loading 17.5%', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['34', '3.5', '0', '8.5', '0', '0', '0', '0']","['741.5', '76.33', '13.36', '46.34', '877.53', '-140', '737.53', '83.37']"
45,042GEORC,George Clooney,09-04-85,"['Normal Hours', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', '0', '0', '0']","['817.84', '46.34', '864.18', '-135', '729.18', '82.1']"
46,042GEORC,George Clooney,16-04-85,"['Normal Hours', 'Sick Leave', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['31', '6.5', '8.5', '0', '0', '0', '0']","['676.08', '141.76', '46.34', '864.18', '-135', '729.18', '82.1']"
47,042GEORC,George Clooney,23-04-85,"['Normal Hours', 'Other Leave - Public Holiday', 'Public Holiday - worked', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['20.5', '8.5', '7.5', '0', '0', '0', '0']","['447.09', '185.38', '368.03', '1000.5', '-183', '817.5', '95.05']"
48,042GEORC,George Clooney,30-04-85,"['Normal Hours', 'Annual Leave', 'Other Leave - Public Holiday', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['6.5', '23.5', '7.5', '0', '0', '0', '0', '0']","['141.76', '512.52', '163.57', '89.69', '907.54', '-150', '757.54', '86.22']"
49,042GEORC,George Clooney,07-05-85,"['Normal Hours', 'Sat Perm Loading', 'Sunday Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '8.5', '7.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.83', '46.34', '130.85', '995.02', '-181', '814.02', '94.53', nan, nan, nan, 'Page 450 of 553', nan, nan, nan, nan, 'Amount']"
50,042GEORC,George Clooney,14-05-85,"['Normal Hours', 'Sat Perm Loading', 'Sunday Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['41', '8.5', '7.5', '0', '0', '0', '0']","['894.16', '46.34', '130.85', '1071.35', '-207', '864.35', '101.78']"
51,042GEORC,George Clooney,21-05-85,"['Normal Hours', 'Sat Perm Loading', 'Sunday Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37', '8.5', '7.5', '0', '0', '0', '0']","['806.93', '46.34', '130.85', '984.12', '-177', '807.12', '93.49']"
52,042GEORC,George Clooney,28-05-85,"['Normal Hours', 'Time/Half Hours', 'Sat Perm Loading', 'Sunday Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['34.5', '14', '8.5', '7.5', '0', '0', '0', '0']","['752.4', '457.99', '46.34', '130.85', '1387.58', '-317', '1070.58', '88.31']"
53,042GEORC,George Clooney,04-06-85,"['Normal Hours', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', '0', '0', '0']","['817.84', '46.34', '864.18', '-135', '729.18', '82.1']"
54,042GEORC,George Clooney,11-06-85,"['Normal Hours', 'Sick Leave', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['30', '7.5', '8.5', '0', '0', '0', '0']","['654.27', '163.57', '46.34', '864.18', '-135', '729.18', '82.1']"
55,042GEORC,George Clooney,18-06-85,"['Normal Hours', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '8.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.83', '46.34', '864.17', '-135', '729.17', '82.1', nan, nan, nan, 'Page 451 of 553', nan, nan, nan, nan, 'Amount']"
56,042GEORC,George Clooney,25-06-85,"['Normal Hours', 'Sick Leave', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['31', '6.5', '8.5', '0', '0', '0', '0']","['676.08', '141.76', '46.34', '864.18', '-135', '729.18', '82.1']"
57,042GEORC,George Clooney,Employee Total,"['Normal Hours', 'Time/Half Hours', 'Sick Leave', 'Annual Leave', 'Other Leave - Public Holiday', 'Other Leave - Unpaid Leave- No accruals', '60% Sun Perm Ldg', 'Leave Loading 17.5%', 'Public Holiday - worked', 'Sat Perm Loading', 'Sunday Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['1970.5', '16', '48.5', '54', '28.5', '7.5', '15', '0', '37.5', '395', '52.5', '0', '0', '0', '0', '0']","['42809.2', '521.76', '1057.74', '1177.7', '621.56', '0', '189.64', '206.1', '1827.7', '2153.45', '915.95', '51480.8', '-8390', '-90', '43000.8', '4841.2']"
0,043LUCAA,Lucialle Nick,05-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['15.5', '0', '0', '0']","['308.76', '308.76', '-70', '238.76']"
1,043LUCAA,Lucialle Nick,12-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '59.37']"
2,043LUCAA,Lucialle Nick,19-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '30.04']"
3,043LUCAA,Lucialle Nick,26-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '30.04']"
4,043LUCAA,Lucialle Nick,02-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['15.5', '0', '0', '0']","['316.17', '316.17', '-72', '244.17']"
5,043LUCAA,Lucialle Nick,09-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '60.07']"
6,043LUCAA,Lucialle Nick,16-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '30.04']"
7,043LUCAA,Lucialle Nick,23-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['15.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['316.17', '316.17', '-72', '244.17', '30.04', nan, nan, nan, 'Page 453 of 553', nan, nan, nan, nan, 'Amount']"
8,043LUCAA,Lucialle Nick,30-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '30.04']"
9,043LUCAA,Lucialle Nick,06-09-82,"['Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['15.5', '0', '0', '0', '0']","['316.17', '55.33', '371.5', '-86', '285.5']"
10,043LUCAA,Lucialle Nick,13-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-72', '244.17', '60.07']"
11,043LUCAA,Lucialle Nick,20-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.75', '0', '0', '0', '0']","['321.27', '321.27', '-73', '248.27', '30.52']"
12,043LUCAA,Lucialle Nick,27-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-79', '267.77', '32.94']"
13,043LUCAA,Lucialle Nick,04-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['17', '0', '0', '0']","['346.77', '346.77', '-78', '268.77']"
14,043LUCAA,Lucialle Nick,11-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '0', '0', '0', '0']","['316.17', '316.17', '-71', '245.17', '62.98']"
15,043LUCAA,Lucialle Nick,18-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['15', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['305.97', '305.97', '-69', '236.97', '29.07', nan, nan, nan, 'Page 454 of 553', nan, nan, nan, nan, 'Amount']"
16,043LUCAA,Lucialle Nick,25-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['9', '0', '0', '0', '0']","['183.58', '183.58', '-40', '143.58', '17.44']"
17,043LUCAA,Lucialle Nick,01-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['14.75', '0', '0', '0']","['300.87', '300.87', '-68', '232.87']"
18,043LUCAA,Lucialle Nick,08-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16.5', '0', '0', '0', '0']","['336.57', '336.57', '-76', '260.57', '60.56']"
19,043LUCAA,Lucialle Nick,15-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-78', '268.77', '32.94']"
20,043LUCAA,Lucialle Nick,22-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '33.91']"
21,043LUCAA,Lucialle Nick,29-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '0', '0', '0', '0']","['326.37', '326.37', '-74', '252.37', '31.01']"
22,043LUCAA,Lucialle Nick,06-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['16', '0', '0', '0']","['326.37', '326.37', '-74', '252.37']"
23,043LUCAA,Lucialle Nick,13-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['16', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['326.37', '326.37', '-74', '252.37', '62.01', nan, nan, nan, 'Page 455 of 553', nan, nan, nan, nan, 'Amount']"
24,043LUCAA,Lucialle Nick,20-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '0', '0', '0', '0']","['326.37', '326.37', '-74', '252.37', '31.01']"
25,043LUCAA,Lucialle Nick,27-12-82,"['Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '0', '0', '0', '0', '0']","['326.37', '57.12', '383.49', '-90', '293.49', '31.01']"
26,043LUCAA,Lucialle Nick,03-01-83,"['Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['16', '0', '0', '0', '0']","['326.37', '57.12', '383.49', '-90', '293.49']"
27,043LUCAA,Lucialle Nick,10-01-83,"['Other Leave - Unpaid Leave- No accruals', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['16', '0', '0', '0']","['0', '0', '0', '0']"
28,043LUCAA,Lucialle Nick,24-01-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '0', '0', '0', '0']","['326.37', '326.37', '-74', '252.37', '62.01']"
29,043LUCAA,Lucialle Nick,31-01-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['25', '0', '0', '0', '0']","['509.96', '509.96', '-133', '376.96', '48.45']"
30,043LUCAA,Lucialle Nick,07-02-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['16', '0', '0', '0']","['326.37', '326.37', '-74', '252.37']"
31,043LUCAA,Lucialle Nick,14-02-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['16.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['336.57', '336.57', '-76', '260.57', '62.98', nan, nan, nan, 'Page 456 of 553', nan, nan, nan, nan, 'Amount']"
32,043LUCAA,Lucialle Nick,21-02-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['18', '0', '0', '0', '0']","['367.17', '367.17', '-84', '283.17', '34.88']"
33,043LUCAA,Lucialle Nick,28-02-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '33.91']"
34,043LUCAA,Lucialle Nick,07-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['17.5', '0', '0', '0']","['356.97', '356.97', '-81', '275.97']"
35,043LUCAA,Lucialle Nick,14-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '67.82']"
36,043LUCAA,Lucialle Nick,21-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '33.91']"
37,043LUCAA,Lucialle Nick,28-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '33.91']"
38,043LUCAA,Lucialle Nick,04-04-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['17.5', '0', '0', '0']","['356.97', '356.97', '-81', '275.97']"
39,043LUCAA,Lucialle Nick,11-04-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['17.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['356.97', '356.97', '-81', '275.97', '67.82', nan, nan, nan, 'Page 457 of 553', nan, nan, nan, nan, 'Amount']"
40,043LUCAA,Lucialle Nick,18-04-83,"['Other Leave - Public Holiday', 'Public Holiday - worked', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['9', '8.5', '0', '0', '0', '0']","['183.58', '433.46', '617.04', '-171', '446.04', '58.62']"
41,043LUCAA,Lucialle Nick,25-04-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17.5', '0', '0', '0', '0']","['356.97', '356.97', '-81', '275.97', '33.91']"
42,043LUCAA,Lucialle Nick,02-05-83,"['Normal Hours', 'Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['9', '8.5', '0', '0', '0', '0']","['183.58', '173.39', '30.34', '387.31', '-91', '296.31']"
43,043LUCAA,Lucialle Nick,09-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-78', '268.77', '66.86']"
44,043LUCAA,Lucialle Nick,16-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-78', '268.77', '32.94']"
45,043LUCAA,Lucialle Nick,23-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16.5', '0', '0', '0', '0']","['336.57', '336.57', '-76', '260.57', '31.97']"
46,043LUCAA,Lucialle Nick,30-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16.5', '0', '0', '0', '0']","['336.57', '336.57', '-76', '260.57', '31.97']"
47,043LUCAA,Lucialle Nick,06-06-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['16.75', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['341.67', '341.67', '-77', '264.67', nan, nan, nan, 'Page 458 of 553', nan, nan, nan, nan, 'Amount']"
48,043LUCAA,Lucialle Nick,13-06-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-78', '268.77', '65.4']"
49,043LUCAA,Lucialle Nick,20-06-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['346.77', '346.77', '-78', '268.77', '32.94']"
50,043LUCAA,Lucialle Nick,27-06-83,"['Normal Hours', 'Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['7.5', '8.5', '0', '0', '0', '0', '0']","['152.99', '173.39', '30.34', '356.72', '-81', '275.72', '31.01']"
51,043LUCAA,Lucialle Nick,04-07-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['17', '0', '0', '0']","['346.77', '346.77', '-78', '268.77']"
52,043LUCAA,Lucialle Nick,11-07-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['358.21', '358.21', '-81', '277.21', '66.97']"
53,043LUCAA,Lucialle Nick,18-07-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '0', '0', '0', '0']","['358.21', '358.21', '-81', '277.21', '34.03']"
54,043LUCAA,Lucialle Nick,25-07-83,"['Normal Hours', 'Term AL Gross', 'Term LL Gross', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '21.02', '0', '0', '0', '0', '0']","['358.21', '442.92', '77.51', '878.64', '-185', '693.64', '34.03']"
55,043LUCAA,Lucialle Nick,Employee Total,"['Normal Hours', 'Annual Leave', 'Other Leave - Public Holiday', 'Other Leave - Unpaid Leave- No accruals', 'Leave Loading 17.5%']","['807.75', '64.5', '9', '16', '0']","['16503.54', '1315.69', '183.58', '0', '230.25']"
0,044CRUIS,Tom Cruise,07-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['39.5', '0', '0', '0', '0']","['888.75', '888.75', '-144', '744.75', '84.43']"
1,044CRUIS,Tom Cruise,14-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['36.75', '0', '0', '0', '0']","['826.88', '826.88', '-122', '704.88', '78.55']"
2,044CRUIS,Tom Cruise,21-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', '0', '0', '0']","['843.75', '843.75', '-128', '715.75', '80.16']"
3,044CRUIS,Tom Cruise,28-03-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['38.5', '0', '0', '0', '0']","['866.25', '866.25', '-136', '730.25', '82.29']"
4,044CRUIS,Tom Cruise,04-04-83,"['Normal Hours', 'Time/Half Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.25', '8.75', '0', '0', '0', '0']","['838.13', '295.31', '1133.44', '-229', '904.44', '79.62']"
5,044CRUIS,Tom Cruise,11-04-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', '0', '0', '0']","['843.75', '843.75', '-128', '715.75', '80.16']"
6,044CRUIS,Tom Cruise,18-04-83,"['Normal Hours', 'Other Leave - Public Holiday', 'Public Holiday - worked', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['21', '7.5', '8.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['472.5', '168.75', '478.13', '1119.38', '-224', '895.38', '106.34', nan, nan, nan, 'Page 461 of 553', nan, nan, nan, nan, 'Amount']"
7,044CRUIS,Tom Cruise,25-04-83,"['Normal Hours', 'Other Leave - Public Holiday', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['38', '7', '0', '0', '0', '0']","['855', '157.5', '1012.5', '-187', '825.5', '96.19']"
8,044CRUIS,Tom Cruise,02-05-83,"['Normal Hours', 'Time/Half Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['30.5', '14.5', '0', '0', '0', '0']","['686.25', '489.38', '1175.63', '-243', '932.63', '65.19']"
9,044CRUIS,Tom Cruise,09-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['43.5', '0', '0', '0', '0']","['978.75', '978.75', '-175', '803.75', '92.98']"
10,044CRUIS,Tom Cruise,16-05-83,"['Normal Hours', '60% Sun Perm Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37', '7.5', '0', '0', '0', '0']","['832.5', '101.25', '933.75', '-159', '774.75', '88.71']"
11,044CRUIS,Tom Cruise,23-05-83,"['Normal Hours', 'Other Leave - Bereavement', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['32', '8', '0', '0', '0', '0']","['720', '180', '900', '-148', '752', '68.4']"
12,044CRUIS,Tom Cruise,30-05-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['33.5', '0', '0', '0', '0']","['753.75', '753.75', '-97', '656.75', '71.61']"
13,044CRUIS,Tom Cruise,06-06-83,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '0', nan, '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['843.75', '10.13', nan, '853.88', '-131', '722.88', '80.16', nan, nan, nan, 'Page 462 of 553', nan, nan, nan, nan, 'Amount']"
14,044CRUIS,Tom Cruise,13-06-83,"['Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', '0', '0', '0', '0']","['843.75', '147.66', '991.41', '-179', '812.41', '80.16']"
15,044CRUIS,Tom Cruise,20-06-83,"['Normal Hours', 'First Aid- Retail award - wkly', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['42.5', '0', '0', '0', '0', '0']","['956.25', '10.18', '966.43', '-171', '795.43', '90.84']"
16,044CRUIS,Tom Cruise,27-06-83,"['Normal Hours', 'First Aid- Retail award - wkly', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['39', '0', '0', '0', '0', '0']","['877.5', '10.18', '887.68', '-143', '744.68', '83.36']"
17,044CRUIS,Tom Cruise,04-07-83,"['Normal Hours', 'First Aid- Retail award - wkly', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['38.5', '0', '0', '0', '0', '0']","['866.25', '10.18', '876.43', '-139', '737.43', '82.29']"
18,044CRUIS,Tom Cruise,11-07-83,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0']","['843.75', '10.5', nan, '854.25', '-132', '722.25', '80.16']"
19,044CRUIS,Tom Cruise,18-07-83,"['Normal Hours', '60% Sun Perm Ldg', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '7.5', '0', nan, '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['843.75', '101.25', '0.28', nan, '945.28', '-163', '782.28', '89.78', nan, nan, nan, 'Page 463 of 553', nan, nan, nan, nan, 'Amount']"
20,044CRUIS,Tom Cruise,25-07-83,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0']","['843.75', '0.28', nan, '844.03', '-128', '716.03', '80.16']"
21,044CRUIS,Tom Cruise,01-08-83,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0']","['843.75', '10.5', nan, '854.25', '-132', '722.25', '80.16']"
